sample,total_count,population,count,percentage
sample07657,107271,cd8_t_cell,26444,24.652
sample07657,107271,monocyte,25398,23.676
sample07657,107271,nk_cell,13605,12.683
sample07658,100443,b_cell,6279,6.251
sample07658,100443,cd4_t_cell,32868,32.723
sample07658,100443,cd8_t_cell,20082,19.993
sample07658,100443,monocyte,19560,19.474
sample07658,100443,nk_cell,21654,21.558
sample07659,103432,b_cell,8967,8.669
sample07659,103432,cd4_t_cell,34203,33.068
sample07659,103432,cd8_t_cell,25682,24.83
sample07659,103432,monocyte,18902,18.275
sample07659,103432,nk_cell,15678,15.158
sample07660,100993,b_cell,10732,10.626
sample07660,100993,cd4_t_cell,32230,31.913
sample07660,100993,cd8_t_cell,18284,18.104
sample07660,100993,monocyte,20291,20.091
sample07660,100993,nk_cell,19456,19.265
sample07661,100001,b_cell,8997,8.997
sample07661,100001,cd4_t_cell,28196,28.196
sample07661,100001,cd8_t_cell,25714,25.714
sample07661,100001,monocyte,23312,23.312
sample07661,100001,nk_cell,13782,13.782
sample07662,92382,b_cell,7110,7.696
sample07662,92382,cd4_t_cell,36663,39.686
sample07662,92382,cd8_t_cell,14521,15.718
sample07662,92382,monocyte,17210,18.629
sample07662,92382,nk_cell,16878,18.27
sample07663,102141,b_cell,9008,8.819
sample07663,102141,cd4_t_cell,30853,30.206
sample07663,102141,cd8_t_cell,29877,29.251
sample07663,102141,monocyte,23257,22.77
sample07663,102141,nk_cell,9146,8.954
sample07664,100436,b_cell,10306,10.261
sample07664,100436,cd4_t_cell,33869,33.722
sample07664,100436,cd8_t_cell,23882,23.778
sample07664,100436,monocyte,18852,18.77
sample07664,100436,nk_cell,13527,13.468
sample07665,92218,b_cell,6171,6.692
sample07665,92218,cd4_t_cell,23990,26.014
sample07665,92218,cd8_t_cell,29551,32.045
sample07665,92218,monocyte,23328,25.297
sample07665,92218,nk_cell,9178,9.953
sample07666,100105,b_cell,6430,6.423
sample07666,100105,cd4_t_cell,26822,26.794
sample07666,100105,cd8_t_cell,33328,33.293
sample07666,100105,monocyte,23859,23.834
sample07666,100105,nk_cell,9666,9.656
sample07667,112151,b_cell,17745,15.822
sample07667,112151,cd4_t_cell,30475,27.173
sample07667,112151,cd8_t_cell,25924,23.115
sample07667,112151,monocyte,23138,20.631
sample07667,112151,nk_cell,14869,13.258
sample07668,88266,b_cell,4100,4.645
sample07668,88266,cd4_t_cell,27044,30.639
sample07668,88266,cd8_t_cell,28738,32.558
sample07668,88266,monocyte,18042,20.44
sample07668,88266,nk_cell,10342,11.717
sample07669,93628,b_cell,5830,6.227
sample07669,93628,cd4_t_cell,28686,30.638
sample07669,93628,cd8_t_cell,24455,26.119
sample07669,93628,monocyte,20232,21.609
sample07669,93628,nk_cell,14425,15.407
sample07670,94154,b_cell,8660,9.198
sample07670,94154,cd4_t_cell,30045,31.91
sample07670,94154,cd8_t_cell,26370,28.007
sample07670,94154,monocyte,11442,12.152
sample07670,94154,nk_cell,17637,18.732
sample07671,104556,b_cell,6662,6.372
sample07671,104556,cd4_t_cell,35842,34.28
sample07671,104556,cd8_t_cell,19124,18.291
sample07671,104556,monocyte,28268,27.036
sample07671,104556,nk_cell,14660,14.021
sample07672,110429,b_cell,6533,5.916
sample07672,110429,cd4_t_cell,32924,29.815
sample07672,110429,cd8_t_cell,33522,30.356
sample07672,110429,monocyte,24496,22.183
sample07672,110429,nk_cell,12954,11.731
sample07673,99878,b_cell,4942,4.948
sample07673,99878,cd4_t_cell,32770,32.81
sample07673,99878,cd8_t_cell,25045,25.076
sample07673,99878,monocyte,21716,21.743
sample07673,99878,nk_cell,15405,15.424
sample07674,99767,b_cell,8870,8.891
sample07674,99767,cd4_t_cell,35211,35.293
sample07674,99767,cd8_t_cell,20032,20.079
sample07674,99767,monocyte,20701,20.749
sample07674,99767,nk_cell,14953,14.988
sample07675,98448,b_cell,7482,7.6
sample07675,98448,cd4_t_cell,37311,37.899
sample07675,98448,cd8_t_cell,21474,21.813
sample07675,98448,monocyte,20301,20.621
sample07675,98448,nk_cell,11880,12.067
sample07676,97725,b_cell,7832,8.014
sample07676,97725,cd4_t_cell,22500,23.024
sample07676,97725,cd8_t_cell,28778,29.448
sample07676,97725,monocyte,19921,20.385
sample07676,97725,nk_cell,18694,19.129
sample07677,99240,b_cell,12433,12.528
sample07677,99240,cd4_t_cell,33850,34.109
sample07677,99240,cd8_t_cell,23235,23.413
sample07677,99240,monocyte,14449,14.56
sample07677,99240,nk_cell,15273,15.39
sample07678,96708,b_cell,6697,6.925
sample07678,96708,cd4_t_cell,40550,41.93
sample07678,96708,cd8_t_cell,22592,23.361
sample07678,96708,monocyte,15606,16.137
sample07678,96708,nk_cell,11263,11.646
sample07679,94537,b_cell,7999,8.461
sample07679,94537,cd4_t_cell,40092,42.409
sample07679,94537,cd8_t_cell,23118,24.454
sample07679,94537,monocyte,7894,8.35
sample07679,94537,nk_cell,15434,16.326
sample07680,107784,b_cell,6582,6.107
sample07680,107784,cd4_t_cell,28998,26.904
sample07680,107784,cd8_t_cell,27153,25.192
sample07680,107784,monocyte,21304,19.765
sample07680,107784,nk_cell,23747,22.032
sample07681,94335,b_cell,9824,10.414
sample07681,94335,cd4_t_cell,29482,31.252
sample07681,94335,cd8_t_cell,20171,21.382
sample07681,94335,monocyte,14863,15.756
sample07681,94335,nk_cell,19995,21.196
sample07682,90808,b_cell,7075,7.791
sample07682,90808,cd4_t_cell,31302,34.471
sample07682,90808,cd8_t_cell,22608,24.896
sample07682,90808,monocyte,15712,17.302
sample07682,90808,nk_cell,14111,15.539
sample07683,93104,b_cell,14392,15.458
sample07683,93104,cd4_t_cell,23938,25.711
sample07683,93104,cd8_t_cell,19962,21.441
sample07683,93104,monocyte,20234,21.733
sample07683,93104,nk_cell,14578,15.658
sample07684,96613,b_cell,7193,7.445
sample07684,96613,cd4_t_cell,36218,37.488
sample07684,96613,cd8_t_cell,18314,18.956
sample07684,96613,monocyte,22731,23.528
sample07684,96613,nk_cell,12157,12.583
sample07685,91999,b_cell,4181,4.545
sample07685,91999,cd4_t_cell,29847,32.443
sample07685,91999,cd8_t_cell,21436,23.3
sample07685,91999,monocyte,22189,24.119
sample07685,91999,nk_cell,14346,15.594
sample07686,100972,b_cell,8604,8.521
sample07686,100972,cd4_t_cell,41471,41.072
sample07686,100972,cd8_t_cell,21083,20.88
sample07686,100972,monocyte,14836,14.693
sample07686,100972,nk_cell,14978,14.834
sample07687,100007,b_cell,8871,8.87
sample07687,100007,cd4_t_cell,31665,31.663
sample07687,100007,cd8_t_cell,27961,27.959
sample07687,100007,monocyte,18037,18.036
sample07687,100007,nk_cell,13473,13.472
sample07688,105166,b_cell,7496,7.128
sample07688,105166,cd4_t_cell,35167,33.44
sample07688,105166,cd8_t_cell,27520,26.168
sample07688,105166,monocyte,14196,13.499
sample07688,105166,nk_cell,20787,19.766
sample07689,97206,b_cell,8387,8.628
sample07689,97206,cd4_t_cell,35520,36.541
sample07689,97206,cd8_t_cell,21365,21.979
sample07689,97206,monocyte,14191,14.599
sample07689,97206,nk_cell,17743,18.253
sample07690,109657,b_cell,8254,7.527
sample07690,109657,cd4_t_cell,36702,33.47
sample07690,109657,cd8_t_cell,25042,22.837
sample07690,109657,monocyte,23083,21.05
sample07690,109657,nk_cell,16576,15.116
sample07691,110983,b_cell,17473,15.744
sample07691,110983,cd4_t_cell,41330,37.24
sample07691,110983,cd8_t_cell,26534,23.908
sample07691,110983,monocyte,14296,12.881
sample07691,110983,nk_cell,11350,10.227
sample07692,95952,b_cell,10654,11.103
sample07692,95952,cd4_t_cell,25302,26.369
sample07692,95952,cd8_t_cell,24695,25.737
sample07692,95952,monocyte,19465,20.286
sample07692,95952,nk_cell,15836,16.504
sample07693,98856,b_cell,6404,6.478
sample07693,98856,cd4_t_cell,19474,19.699
sample07693,98856,cd8_t_cell,22089,22.345
sample07693,98856,monocyte,26998,27.31
sample07693,98856,nk_cell,23891,24.167
sample07694,107752,b_cell,13405,12.441
sample07694,107752,cd4_t_cell,29440,27.322
sample07694,107752,cd8_t_cell,38884,36.087
sample07694,107752,monocyte,12430,11.536
sample07694,107752,nk_cell,13593,12.615
sample07695,104188,b_cell,10333,9.918
sample07695,104188,cd4_t_cell,36057,34.608
sample07695,104188,cd8_t_cell,24743,23.748
sample07695,104188,monocyte,19666,18.875
sample07695,104188,nk_cell,13389,12.851
sample07696,95679,b_cell,6934,7.247
sample07696,95679,cd4_t_cell,25289,26.431
sample07696,95679,cd8_t_cell,28570,29.86
sample07696,95679,monocyte,15772,16.484
sample07696,95679,nk_cell,19114,19.977
sample07697,91716,b_cell,8231,8.974
sample07697,91716,cd4_t_cell,32674,35.625
sample07697,91716,cd8_t_cell,22011,23.999
sample07697,91716,monocyte,13925,15.183
sample07697,91716,nk_cell,14875,16.219
sample07698,104236,b_cell,8555,8.207
sample07698,104236,cd4_t_cell,30418,29.182
sample07698,104236,cd8_t_cell,29413,28.218
sample07698,104236,monocyte,12794,12.274
sample07698,104236,nk_cell,23056,22.119
sample07699,104553,b_cell,10571,10.111
sample07699,104553,cd4_t_cell,27072,25.893
sample07699,104553,cd8_t_cell,29434,28.152
sample07699,104553,monocyte,22139,21.175
sample07699,104553,nk_cell,15337,14.669
sample07700,108119,b_cell,12877,11.91
sample07700,108119,cd4_t_cell,22535,20.843
sample07700,108119,cd8_t_cell,34744,32.135
sample07700,108119,monocyte,18635,17.236
sample07700,108119,nk_cell,19328,17.877
sample07701,96211,b_cell,6733,6.998
sample07701,96211,cd4_t_cell,25844,26.862
sample07701,96211,cd8_t_cell,18158,18.873
sample07701,96211,monocyte,25981,27.004
sample07701,96211,nk_cell,19495,20.263
sample07702,94677,b_cell,9173,9.689
sample07702,94677,cd4_t_cell,31012,32.756
sample07702,94677,cd8_t_cell,17256,18.226
sample07702,94677,monocyte,17164,18.129
sample07702,94677,nk_cell,20072,21.201
sample07703,97664,b_cell,6680,6.84
sample07703,97664,cd4_t_cell,26247,26.875
sample07703,97664,cd8_t_cell,18994,19.448
sample07703,97664,monocyte,22524,23.063
sample07703,97664,nk_cell,23219,23.774
sample07704,103696,b_cell,12311,11.872
sample07704,103696,cd4_t_cell,26223,25.288
sample07704,103696,cd8_t_cell,27208,26.238
sample07704,103696,monocyte,21218,20.462
sample07704,103696,nk_cell,16736,16.139
sample07705,99086,b_cell,7975,8.049
sample07705,99086,cd4_t_cell,36784,37.123
sample07705,99086,cd8_t_cell,19878,20.061
sample07705,99086,monocyte,16662,16.816
sample07705,99086,nk_cell,17787,17.951
sample07706,106640,b_cell,7607,7.133
sample07706,106640,cd4_t_cell,37021,34.716
sample07706,106640,cd8_t_cell,26239,24.605
sample07706,106640,monocyte,18834,17.661
sample07706,106640,nk_cell,16939,15.884
sample07707,89960,b_cell,5445,6.053
sample07707,89960,cd4_t_cell,28475,31.653
sample07707,89960,cd8_t_cell,23402,26.014
sample07707,89960,monocyte,19684,21.881
sample07707,89960,nk_cell,12954,14.4
sample07708,99665,b_cell,7365,7.39
sample07708,99665,cd4_t_cell,35155,35.273
sample07708,99665,cd8_t_cell,20994,21.065
sample07708,99665,monocyte,23236,23.314
sample07708,99665,nk_cell,12915,12.958
sample07709,103119,b_cell,9787,9.491
sample07709,103119,cd4_t_cell,41704,40.443
sample07709,103119,cd8_t_cell,20626,20.002
sample07709,103119,monocyte,20312,19.698
sample07709,103119,nk_cell,10690,10.367
sample07710,96856,b_cell,20129,20.782
sample07710,96856,cd4_t_cell,22357,23.083
sample07710,96856,cd8_t_cell,25467,26.294
sample07710,96856,monocyte,13037,13.46
sample07710,96856,nk_cell,15866,16.381
sample07711,104373,b_cell,8315,7.967
sample07711,104373,cd4_t_cell,35880,34.377
sample07711,104373,cd8_t_cell,21550,20.647
sample07711,104373,monocyte,24062,23.054
sample07711,104373,nk_cell,14566,13.956
sample07712,105842,b_cell,10534,9.953
sample07712,105842,cd4_t_cell,36537,34.52
sample07712,105842,cd8_t_cell,30972,29.262
sample07712,105842,monocyte,16295,15.396
sample07712,105842,nk_cell,11504,10.869
sample07713,98741,b_cell,6724,6.81
sample07713,98741,cd4_t_cell,33021,33.442
sample07713,98741,cd8_t_cell,23711,24.013
sample07713,98741,monocyte,20960,21.227
sample07713,98741,nk_cell,14325,14.508
sample07714,109573,b_cell,8173,7.459
sample07714,109573,cd4_t_cell,24638,22.485
sample07714,109573,cd8_t_cell,35085,32.02
sample07714,109573,monocyte,23230,21.2
sample07714,109573,nk_cell,18447,16.835
sample07715,98450,b_cell,5074,5.154
sample07715,98450,cd4_t_cell,39445,40.066
sample07715,98450,cd8_t_cell,25416,25.816
sample07715,98450,monocyte,13257,13.466
sample07715,98450,nk_cell,15258,15.498
sample07716,90593,b_cell,8415,9.289
sample07716,90593,cd4_t_cell,32969,36.392
sample07716,90593,cd8_t_cell,23695,26.155
sample07716,90593,monocyte,16150,17.827
sample07716,90593,nk_cell,9364,10.336
sample07717,95703,b_cell,15402,16.094
sample07717,95703,cd4_t_cell,22690,23.709
sample07717,95703,cd8_t_cell,26030,27.199
sample07717,95703,monocyte,18518,19.349
sample07717,95703,nk_cell,13063,13.65
sample07718,89647,b_cell,9882,11.023
sample07718,89647,cd4_t_cell,25898,28.889
sample07718,89647,cd8_t_cell,32892,36.691
sample07718,89647,monocyte,13710,15.293
sample07718,89647,nk_cell,7265,8.104
sample07719,107118,b_cell,8886,8.296
sample07719,107118,cd4_t_cell,25674,23.968
sample07719,107118,cd8_t_cell,33680,31.442
sample07719,107118,monocyte,20395,19.04
sample07719,107118,nk_cell,18483,17.255
sample07720,93114,b_cell,12537,13.464
sample07720,93114,cd4_t_cell,28059,30.134
sample07720,93114,cd8_t_cell,21922,23.543
sample07720,93114,monocyte,17868,19.189
sample07720,93114,nk_cell,12728,13.669
sample07721,111522,b_cell,5299,4.752
sample07721,111522,cd4_t_cell,30522,27.369
sample07721,111522,cd8_t_cell,33913,30.409
sample07721,111522,monocyte,24108,21.617
sample07721,111522,nk_cell,17680,15.853
sample07722,92462,b_cell,7025,7.598
sample07722,92462,cd4_t_cell,29720,32.143
sample07722,92462,cd8_t_cell,23473,25.387
sample07722,92462,monocyte,21464,23.214
sample07722,92462,nk_cell,10780,11.659
sample07723,89478,b_cell,9130,10.204
sample07723,89478,cd4_t_cell,18707,20.907
sample07723,89478,cd8_t_cell,29113,32.536
sample07723,89478,monocyte,16591,18.542
sample07723,89478,nk_cell,15937,17.811
sample07724,104246,b_cell,9742,9.345
sample07724,104246,cd4_t_cell,26011,24.952
sample07724,104246,cd8_t_cell,27131,26.026
sample07724,104246,monocyte,28861,27.685
sample07724,104246,nk_cell,12501,11.992
sample07725,118260,b_cell,9300,7.864
sample07725,118260,cd4_t_cell,57081,48.267
sample07725,118260,cd8_t_cell,13774,11.647
sample07725,118260,monocyte,24337,20.579
sample07725,118260,nk_cell,13768,11.642
sample07726,92686,b_cell,6539,7.055
sample07726,92686,cd4_t_cell,25839,27.878
sample07726,92686,cd8_t_cell,23793,25.671
sample07726,92686,monocyte,22732,24.526
sample07726,92686,nk_cell,13783,14.871
sample07727,95436,b_cell,10733,11.246
sample07727,95436,cd4_t_cell,27762,29.09
sample07727,95436,cd8_t_cell,22045,23.099
sample07727,95436,monocyte,19831,20.779
sample07727,95436,nk_cell,15065,15.785
sample07728,108322,b_cell,14733,13.601
sample07728,108322,cd4_t_cell,31976,29.519
sample07728,108322,cd8_t_cell,23089,21.315
sample07728,108322,monocyte,20193,18.642
sample07728,108322,nk_cell,18331,16.923
sample07729,93281,b_cell,10775,11.551
sample07729,93281,cd4_t_cell,26900,28.838
sample07729,93281,cd8_t_cell,17483,18.742
sample07729,93281,monocyte,17848,19.134
sample07729,93281,nk_cell,20275,21.735
sample07730,97893,b_cell,9833,10.045
sample07730,97893,cd4_t_cell,29133,29.76
sample07730,97893,cd8_t_cell,22789,23.279
sample07730,97893,monocyte,22963,23.457
sample07730,97893,nk_cell,13175,13.459
sample07731,92945,b_cell,10874,11.699
sample07731,92945,cd4_t_cell,33935,36.511
sample07731,92945,cd8_t_cell,17308,18.622
sample07731,92945,monocyte,19517,20.998
sample07731,92945,nk_cell,11311,12.17
sample07732,93766,b_cell,9865,10.521
sample07732,93766,cd4_t_cell,29020,30.949
sample07732,93766,cd8_t_cell,23716,25.293
sample07732,93766,monocyte,16711,17.822
sample07732,93766,nk_cell,14454,15.415
sample07733,95838,b_cell,11214,11.701
sample07733,95838,cd4_t_cell,26091,27.224
sample07733,95838,cd8_t_cell,27940,29.153
sample07733,95838,monocyte,18871,19.691
sample07733,95838,nk_cell,11722,12.231
sample07734,94162,b_cell,6532,6.937
sample07734,94162,cd4_t_cell,27195,28.881
sample07734,94162,cd8_t_cell,22253,23.633
sample07734,94162,monocyte,27881,29.61
sample07734,94162,nk_cell,10301,10.94
sample07735,101982,b_cell,9907,9.714
sample07735,101982,cd4_t_cell,26968,26.444
sample07735,101982,cd8_t_cell,31689,31.073
sample07735,101982,monocyte,12728,12.481
sample07735,101982,nk_cell,20690,20.288
sample07736,97518,b_cell,10265,10.526
sample07736,97518,cd4_t_cell,22561,23.135
sample07736,97518,cd8_t_cell,21583,22.132
sample07736,97518,monocyte,24178,24.793
sample07736,97518,nk_cell,18931,19.413
sample07737,92027,b_cell,8027,8.722
sample07737,92027,cd4_t_cell,30883,33.559
sample07737,92027,cd8_t_cell,22862,24.843
sample07737,92027,monocyte,18191,19.767
sample07737,92027,nk_cell,12064,13.109
sample07738,99509,b_cell,9694,9.742
sample07738,99509,cd4_t_cell,28884,29.027
sample07738,99509,cd8_t_cell,23421,23.537
sample07738,99509,monocyte,23796,23.913
sample07738,99509,nk_cell,13714,13.782
sample07739,98659,b_cell,8618,8.735
sample07739,98659,cd4_t_cell,26418,26.777
sample07739,98659,cd8_t_cell,24100,24.428
sample07739,98659,monocyte,22040,22.34
sample07739,98659,nk_cell,17483,17.721
sample07740,107331,b_cell,10014,9.33
sample07740,107331,cd4_t_cell,34113,31.783
sample07740,107331,cd8_t_cell,25279,23.552
sample07740,107331,monocyte,16011,14.917
sample07740,107331,nk_cell,21914,20.417
sample07741,97493,b_cell,9867,10.121
sample07741,97493,cd4_t_cell,27834,28.55
sample07741,97493,cd8_t_cell,22282,22.855
sample07741,97493,monocyte,19440,19.94
sample07741,97493,nk_cell,18070,18.535
sample07742,111221,b_cell,10453,9.398
sample07742,111221,cd4_t_cell,33197,29.848
sample07742,111221,cd8_t_cell,24916,22.402
sample07742,111221,monocyte,22671,20.384
sample07742,111221,nk_cell,19984,17.968
sample07743,108539,b_cell,15123,13.933
sample07743,108539,cd4_t_cell,30708,28.292
sample07743,108539,cd8_t_cell,25973,23.93
sample07743,108539,monocyte,22135,20.394
sample07743,108539,nk_cell,14600,13.451
sample07744,96093,b_cell,8161,8.493
sample07744,96093,cd4_t_cell,32621,33.947
sample07744,96093,cd8_t_cell,26382,27.455
sample07744,96093,monocyte,16592,17.267
sample07744,96093,nk_cell,12337,12.839
sample07745,93992,b_cell,7184,7.643
sample07745,93992,cd4_t_cell,22493,23.931
sample07745,93992,cd8_t_cell,33918,36.086
sample07745,93992,monocyte,14480,15.406
sample07745,93992,nk_cell,15917,16.934
sample07746,90017,b_cell,6881,7.644
sample07746,90017,cd4_t_cell,30911,34.339
sample07746,90017,cd8_t_cell,19514,21.678
sample07746,90017,monocyte,17460,19.396
sample07746,90017,nk_cell,15251,16.942
sample07747,107851,b_cell,9037,8.379
sample07747,107851,cd4_t_cell,19722,18.286
sample07747,107851,cd8_t_cell,34115,31.632
sample07747,107851,monocyte,29116,26.997
sample07747,107851,nk_cell,15861,14.706
sample07748,92772,b_cell,6080,6.554
sample07748,92772,cd4_t_cell,24812,26.745
sample07748,92772,cd8_t_cell,25668,27.668
sample07748,92772,monocyte,22971,24.761
sample07748,92772,nk_cell,13241,14.273
sample07749,112050,b_cell,10794,9.633
sample07749,112050,cd4_t_cell,37896,33.821
sample07749,112050,cd8_t_cell,16621,14.834
sample07749,112050,monocyte,27743,24.759
sample07749,112050,nk_cell,18996,16.953
sample07750,96156,b_cell,11047,11.489
sample07750,96156,cd4_t_cell,24309,25.281
sample07750,96156,cd8_t_cell,22216,23.104
sample07750,96156,monocyte,22858,23.772
sample07750,96156,nk_cell,15726,16.355
sample07751,103564,b_cell,12533,12.102
sample07751,103564,cd4_t_cell,36059,34.818
sample07751,103564,cd8_t_cell,21671,20.925
sample07751,103564,monocyte,20146,19.453
sample07751,103564,nk_cell,13155,12.702
sample07752,91054,b_cell,9999,10.981
sample07752,91054,cd4_t_cell,26297,28.881
sample07752,91054,cd8_t_cell,21773,23.912
sample07752,91054,monocyte,21552,23.669
